user_id,signup_date,plan_type,region,acquisition_channel,cac,churned,months_active
U03679,2025-08-06,Free,Europe,Referral,5,0,1
U03680,2023-07-29,Free,Europe,Referral,5,1,2
U03681,2025-07-17,Free,North America,Paid Ads,20,0,2
U03682,2023-01-11,Free,Asia,Paid Ads,20,1,3
U03683,2025-07-27,Basic,Europe,Referral,5,0,2
U03684,2023-02-09,Free,Europe,Paid Ads,20,1,8
U03685,2025-05-20,Pro,Asia,Referral,5,0,4
U03686,2024-10-31,Free,North America,Referral,5,1,2
U03687,2025-08-26,Free,North America,Paid Ads,20,0,1
U03688,2023-07-20,Basic,Europe,Paid Ads,20,1,1
U03689,2023-01-06,Free,North America,Paid Ads,20,1,5
U03690,2023-01-04,Free,Europe,Referral,5,1,1
U03691,2025-08-13,Free,Europe,Referral,5,0,1
U03692,2024-07-12,Free,Asia,Paid Ads,20,1,8
U03693,2025-07-28,Basic,Other,Referral,5,0,2
U03694,2023-02-08,Free,Other,Referral,5,1,10
U03695,2023-05-12,Free,Asia,Referral,5,1,3
U03696,2023-01-04,Basic,North America,Organic,0,1,8
U03697,2025-08-28,Pro,North America,Organic,0,0,1
U03698,2025-05-09,Enterprise,Europe,Paid Ads,20,0,4
U03699,2025-08-26,Enterprise,North America,Paid Ads,20,0,1
U03700,2023-02-25,Pro,Europe,Referral,5,1,5
U03701,2025-02-10,Free,Europe,Organic,0,1,4
U03702,2025-05-21,Free,North America,Organic,0,1,2
U03703,2023-04-09,Pro,Europe,Referral,5,1,23
U03704,2025-08-17,Pro,North America,Referral,5,0,1
U03705,2025-08-27,Free,Europe,Paid Ads,20,0,1
U03706,2025-08-22,Free,Asia,Paid Ads,20,0,1
U03707,2025-07-10,Pro,North America,Organic,0,0,2
U03708,2023-03-05,Free,Asia,Organic,0,1,1
U03709,2023-03-08,Free,Other,Paid Ads,20,1,7
U03710,2025-08-28,Pro,Other,Referral,5,0,1
U03711,2023-01-03,Free,North America,Referral,5,1,3
U03712,2025-06-25,Free,North America,Organic,0,1,1
U03713,2025-06-17,Pro,Other,Referral,5,0,3
U03714,2025-03-03,Free,Europe,Referral,5,1,4
U03715,2025-08-29,Free,Europe,Paid Ads,20,0,1
U03716,2023-04-03,Pro,Asia,Paid Ads,20,0,29
U03717,2023-05-05,Basic,North America,Referral,5,1,6
U03718,2023-01-07,Basic,North America,Paid Ads,20,1,15
U03719,2023-11-23,Free,Europe,Organic,0,1,9
U03720,2023-02-22,Free,Asia,Paid Ads,20,1,8
U03721,2023-05-10,Free,Asia,Organic,0,1,5
U03722,2025-08-14,Free,Europe,Referral,5,0,1
U03723,2025-08-26,Free,North America,Organic,0,0,1
U03724,2023-01-22,Free,Asia,Referral,5,1,5
U03725,2023-06-23,Free,North America,Paid Ads,20,1,1
U03726,2025-08-26,Free,North America,Paid Ads,20,0,1
U03727,2023-01-06,Basic,North America,Paid Ads,20,1,1
U03728,2023-01-08,Pro,Europe,Organic,0,1,4
U03729,2023-01-17,Free,North America,Organic,0,1,6
U03730,2025-01-08,Free,North America,Organic,0,0,8
U03731,2023-01-15,Free,Europe,Paid Ads,20,1,30
U03732,2025-08-28,Free,Asia,Referral,5,0,1
U03733,2023-12-03,Free,North America,Organic,0,1,3
U03734,2024-05-06,Free,Europe,Paid Ads,20,1,4
U03735,2023-02-14,Basic,North America,Referral,5,1,2
U03736,2024-02-07,Free,North America,Organic,0,1,9
U03737,2025-05-01,Basic,North America,Referral,5,0,4
U03738,2025-07-17,Enterprise,Other,Paid Ads,20,0,2
U03739,2025-07-18,Free,Asia,Organic,0,0,2
U03740,2024-11-30,Basic,North America,Organic,0,0,10
U03741,2025-08-24,Free,Other,Organic,0,1,1
U03742,2025-08-10,Free,North America,Paid Ads,20,0,1
U03743,2025-07-20,Free,North America,Referral,5,0,2
U03744,2023-01-05,Basic,North America,Referral,5,1,12
U03745,2023-01-03,Free,North America,Referral,5,1,2
U03746,2023-01-30,Pro,Other,Organic,0,1,23
U03747,2025-05-03,Free,Europe,Organic,0,1,1
U03748,2023-09-07,Free,North America,Organic,0,1,3
U03749,2023-08-19,Free,Asia,Referral,5,1,9
U03750,2025-08-22,Free,North America,Paid Ads,20,0,1
U03751,2025-08-23,Pro,Asia,Referral,5,0,1
U03752,2025-08-24,Pro,North America,Paid Ads,20,0,1
U03753,2023-04-05,Basic,North America,Organic,0,1,1
U03754,2025-06-03,Pro,Europe,Organic,0,0,3
U03755,2023-03-01,Free,North America,Paid Ads,20,1,1
U03756,2023-01-24,Enterprise,Asia,Organic,0,1,13
U03757,2023-01-22,Free,Asia,Paid Ads,20,1,9
U03758,2023-05-08,Free,Europe,Paid Ads,20,1,1
U03759,2023-10-21,Pro,North America,Referral,5,1,8
U03760,2025-08-13,Enterprise,North America,Paid Ads,20,0,1
U03761,2023-01-11,Free,North America,Referral,5,1,6
U03762,2025-07-08,Basic,Other,Referral,5,0,2
U03763,2024-07-31,Free,North America,Referral,5,1,14
U03764,2023-03-12,Free,Asia,Paid Ads,20,1,12
U03765,2024-04-11,Enterprise,North America,Organic,0,1,12
U03766,2023-03-22,Free,North America,Paid Ads,20,1,23
U03767,2025-01-10,Free,Europe,Organic,0,1,4
U03768,2023-10-31,Basic,Europe,Referral,5,1,9
U03769,2023-01-18,Free,Asia,Organic,0,1,11
U03770,2023-01-10,Pro,North America,Referral,5,1,14
U03771,2024-09-11,Free,North America,Organic,0,1,1
U03772,2025-08-24,Free,North America,Paid Ads,20,0,1
U03773,2023-05-10,Free,Europe,Organic,0,1,3
U03774,2025-07-06,Pro,Europe,Paid Ads,20,0,2
U03775,2025-04-27,Free,Europe,Referral,5,0,5
U03776,2025-08-26,Free,North America,Organic,0,0,1
U03777,2025-08-11,Pro,Asia,Paid Ads,20,0,1
U03778,2024-11-02,Basic,North America,Paid Ads,20,0,10
U03779,2025-04-25,Free,North America,Organic,0,0,5
U03780,2025-08-23,Free,Europe,Organic,0,0,1
U03781,2023-08-13,Free,Asia,Referral,5,1,6
U03782,2023-04-19,Free,North America,Paid Ads,20,1,2
U03783,2023-01-03,Pro,North America,Referral,5,1,1
U03784,2025-08-13,Basic,Other,Paid Ads,20,0,1
U03785,2025-08-06,Free,Europe,Paid Ads,20,1,1
U03786,2023-01-09,Pro,Europe,Organic,0,0,32
U03787,2024-11-27,Free,North America,Paid Ads,20,1,2
U03788,2024-01-19,Free,North America,Referral,5,1,3
U03789,2023-01-10,Free,Europe,Organic,0,1,18
U03790,2025-08-28,Pro,North America,Paid Ads,20,0,1
U03791,2023-01-31,Free,Europe,Organic,0,1,4
U03792,2023-01-06,Free,Europe,Referral,5,1,5
U03793,2025-01-07,Free,Asia,Paid Ads,20,0,8
U03794,2025-07-10,Free,Europe,Organic,0,0,2
U03795,2023-01-04,Free,Europe,Paid Ads,20,1,11
U03796,2025-04-27,Free,North America,Paid Ads,20,0,5
U03797,2024-08-03,Free,Asia,Referral,5,1,6
U03798,2023-01-09,Basic,Other,Paid Ads,20,1,3
U03799,2023-01-19,Free,Europe,Referral,5,1,26
U03800,2024-11-06,Pro,North America,Paid Ads,20,0,10
U03801,2023-03-19,Enterprise,Europe,Organic,0,0,30
U03802,2025-08-26,Free,North America,Paid Ads,20,0,1
U03803,2025-08-11,Pro,Europe,Referral,5,0,1
U03804,2025-08-29,Free,North America,Organic,0,1,1
U03805,2023-02-21,Pro,Europe,Organic,0,1,22
U03806,2025-08-28,Free,Europe,Organic,0,0,1
U03807,2023-10-24,Free,Europe,Organic,0,1,8
U03808,2023-05-15,Free,North America,Organic,0,1,22
U03809,2023-01-05,Pro,Asia,Organic,0,1,19
U03810,2023-01-05,Free,North America,Referral,5,1,1
U03811,2025-06-04,Enterprise,North America,Organic,0,0,3
U03812,2024-01-02,Basic,North America,Paid Ads,20,1,2
U03813,2023-02-05,Basic,Europe,Referral,5,1,8
U03814,2025-02-15,Free,North America,Paid Ads,20,0,7
U03815,2023-02-17,Free,Asia,Referral,5,1,1
U03816,2024-11-29,Free,Europe,Referral,5,1,1
U03817,2023-06-01,Free,Europe,Organic,0,1,7
U03818,2025-08-12,Basic,Other,Paid Ads,20,0,1
U03819,2025-08-11,Free,Europe,Organic,0,0,1
U03820,2024-02-26,Free,Europe,Paid Ads,20,1,2
U03821,2023-05-20,Free,Asia,Referral,5,1,3
U03822,2023-06-07,Free,Asia,Referral,5,1,11
U03823,2025-08-07,Free,Asia,Referral,5,0,1
U03824,2023-04-20,Free,North America,Paid Ads,20,1,8
U03825,2023-01-29,Free,Europe,Organic,0,1,6
U03826,2023-01-07,Enterprise,North America,Referral,5,1,10
U03827,2024-01-26,Basic,Europe,Organic,0,1,9
U03828,2024-03-10,Free,North America,Organic,0,1,9
U03829,2025-08-15,Free,Europe,Paid Ads,20,1,1
U03830,2023-02-03,Free,Europe,Organic,0,1,1
U03831,2023-07-08,Basic,Europe,Referral,5,1,1
U03832,2025-08-08,Basic,North America,Referral,5,0,1
U03833,2025-08-12,Free,Europe,Organic,0,0,1
U03834,2023-07-15,Basic,North America,Referral,5,1,5
U03835,2024-01-05,Enterprise,Europe,Paid Ads,20,0,20
U03836,2023-03-25,Free,North America,Paid Ads,20,1,16
U03837,2025-08-26,Free,Europe,Paid Ads,20,0,1
U03838,2023-01-10,Free,Europe,Organic,0,1,6
U03839,2025-08-26,Free,Asia,Paid Ads,20,0,1
U03840,2025-05-27,Pro,Asia,Paid Ads,20,0,4
U03841,2024-08-01,Enterprise,Asia,Paid Ads,20,0,13
U03842,2023-01-04,Free,Europe,Paid Ads,20,1,26
U03843,2024-02-21,Basic,North America,Referral,5,0,19
U03844,2023-08-30,Basic,Asia,Organic,0,1,5
U03845,2023-01-17,Free,Europe,Paid Ads,20,1,2
U03846,2025-04-24,Free,Europe,Paid Ads,20,1,2
U03847,2025-08-28,Free,Asia,Paid Ads,20,0,1
U03848,2024-10-22,Basic,Europe,Paid Ads,20,1,5
U03849,2025-06-24,Free,Europe,Paid Ads,20,1,2
U03850,2023-01-06,Free,Europe,Referral,5,1,1
U03851,2023-09-22,Pro,North America,Referral,5,1,6
U03852,2023-01-10,Basic,Europe,Referral,5,1,19
U03853,2025-02-13,Free,Europe,Paid Ads,20,1,2
U03854,2025-08-26,Enterprise,North America,Referral,5,0,1
U03855,2025-05-01,Free,North America,Organic,0,1,3
U03856,2023-01-07,Free,North America,Organic,0,1,12
U03857,2023-05-25,Basic,North America,Paid Ads,20,1,5
U03858,2024-09-22,Free,Europe,Paid Ads,20,1,4
U03859,2023-08-21,Pro,Asia,Organic,0,1,11
U03860,2025-08-14,Basic,North America,Paid Ads,20,0,1
U03861,2025-08-10,Free,Europe,Paid Ads,20,0,1
U03862,2025-02-11,Basic,Europe,Organic,0,1,2
U03863,2023-06-25,Free,North America,Referral,5,1,7
U03864,2023-02-19,Free,North America,Referral,5,1,11
U03865,2023-01-09,Basic,North America,Paid Ads,20,1,2
U03866,2023-05-26,Free,North America,Referral,5,1,21
U03867,2023-09-11,Free,North America,Organic,0,1,5
U03868,2025-05-18,Free,North America,Referral,5,1,3
U03869,2025-04-27,Free,Asia,Organic,0,0,5
U03870,2023-01-06,Free,Asia,Referral,5,1,1
U03871,2023-08-04,Free,North America,Paid Ads,20,1,2
U03872,2023-01-21,Free,Asia,Paid Ads,20,1,3
U03873,2023-01-16,Free,North America,Paid Ads,20,1,16
U03874,2025-08-13,Basic,Europe,Organic,0,0,1
U03875,2023-01-04,Free,Europe,Organic,0,1,3
U03876,2023-09-25,Basic,Asia,Paid Ads,20,1,6
U03877,2023-01-18,Pro,North America,Referral,5,1,2
U03878,2025-08-21,Free,Europe,Organic,0,0,1
U03879,2024-10-09,Free,North America,Paid Ads,20,1,4
U03880,2023-02-07,Free,North America,Organic,0,1,8
U03881,2024-05-09,Pro,Asia,Organic,0,0,16
U03882,2025-07-05,Basic,Asia,Referral,5,0,2
U03883,2025-08-28,Pro,North America,Referral,5,0,1
U03884,2023-02-02,Free,Europe,Organic,0,1,30
U03885,2025-08-22,Free,Europe,Organic,0,0,1
U03886,2025-08-26,Free,North America,Organic,0,1,1
U03887,2025-08-25,Free,North America,Referral,5,0,1
U03888,2025-03-24,Free,Asia,Organic,0,0,6
U03889,2025-03-15,Free,North America,Paid Ads,20,1,3
U03890,2023-08-21,Pro,Europe,Paid Ads,20,0,25
U03891,2025-07-18,Free,Europe,Referral,5,0,2
U03892,2024-07-31,Free,North America,Referral,5,0,14
U03893,2025-05-20,Free,North America,Organic,0,0,4
U03894,2023-10-17,Free,North America,Referral,5,1,10
U03895,2025-07-05,Basic,North America,Paid Ads,20,0,2
U03896,2025-08-12,Enterprise,Asia,Referral,5,0,1
U03897,2023-01-14,Pro,North America,Organic,0,1,7
U03898,2025-08-14,Free,Asia,Paid Ads,20,1,1
U03899,2024-08-25,Free,Asia,Referral,5,1,5
U03900,2025-08-16,Pro,Asia,Organic,0,0,1
U03901,2023-10-24,Free,Other,Referral,5,1,1
U03902,2023-07-04,Free,Europe,Paid Ads,20,1,3
U03903,2025-08-25,Free,North America,Organic,0,1,1
U03904,2023-02-16,Enterprise,North America,Organic,0,1,1
U03905,2025-08-16,Free,North America,Paid Ads,20,0,1
U03906,2024-03-16,Pro,Europe,Paid Ads,20,0,18
U03907,2024-06-12,Basic,Europe,Paid Ads,20,1,8
U03908,2023-03-30,Free,Asia,Organic,0,1,4
U03909,2024-11-18,Enterprise,Europe,Organic,0,0,10
U03910,2023-04-17,Basic,Europe,Referral,5,1,3
U03911,2023-01-04,Free,Europe,Paid Ads,20,1,9
U03912,2023-03-01,Free,North America,Paid Ads,20,1,7
U03913,2023-01-03,Free,Other,Paid Ads,20,1,9
U03914,2025-08-28,Basic,North America,Paid Ads,20,0,1
U03915,2025-08-28,Pro,North America,Paid Ads,20,0,1
U03916,2023-08-04,Free,North America,Organic,0,1,1
U03917,2025-07-03,Free,North America,Referral,5,1,1
U03918,2023-05-13,Free,Europe,Organic,0,1,3
U03919,2025-05-13,Free,Europe,Organic,0,0,4
U03920,2025-08-07,Free,North America,Organic,0,0,1
U03921,2025-08-27,Basic,Europe,Paid Ads,20,0,1
U03922,2023-08-14,Pro,North America,Paid Ads,20,0,25
U03923,2025-07-31,Free,North America,Organic,0,0,2
U03924,2023-02-25,Basic,North America,Paid Ads,20,1,12
U03925,2025-08-29,Free,North America,Referral,5,0,1
U03926,2023-01-04,Free,North America,Referral,5,1,2
U03927,2025-01-25,Free,North America,Organic,0,1,8
U03928,2025-04-28,Enterprise,Europe,Referral,5,0,5
U03929,2025-05-31,Free,North America,Paid Ads,20,1,2
U03930,2023-01-11,Free,North America,Organic,0,1,5
U03931,2025-08-26,Free,Europe,Organic,0,0,1
U03932,2023-01-21,Free,Europe,Paid Ads,20,1,12
U03933,2025-03-03,Free,Other,Referral,5,0,6
U03934,2023-02-03,Free,Europe,Paid Ads,20,1,1
U03935,2023-03-29,Free,North America,Referral,5,1,2
U03936,2024-09-11,Free,Europe,Organic,0,1,3
U03937,2023-09-21,Free,Other,Paid Ads,20,1,14
U03938,2023-01-17,Free,Other,Organic,0,1,7
U03939,2023-01-19,Free,North America,Organic,0,1,4
U03940,2023-09-23,Basic,Asia,Organic,0,1,4
U03941,2025-07-20,Free,Asia,Organic,0,0,2
U03942,2025-08-23,Free,Asia,Organic,0,0,1
U03943,2023-01-07,Free,North America,Paid Ads,20,1,1
U03944,2023-07-31,Basic,North America,Paid Ads,20,1,21
U03945,2023-01-08,Free,North America,Referral,5,1,5
U03946,2023-01-03,Free,Asia,Paid Ads,20,1,4
U03947,2025-05-01,Free,North America,Paid Ads,20,1,4
U03948,2025-01-23,Basic,Asia,Referral,5,1,8
U03949,2023-01-17,Basic,Europe,Paid Ads,20,1,9
U03950,2023-02-08,Free,Other,Organic,0,1,16
U03951,2023-01-04,Basic,North America,Organic,0,1,8
U03952,2025-08-14,Free,Europe,Organic,0,1,1
U03953,2025-08-28,Basic,Europe,Paid Ads,20,0,1
U03954,2023-01-13,Basic,Asia,Paid Ads,20,1,6
U03955,2023-02-07,Basic,North America,Paid Ads,20,1,4
U03956,2025-08-20,Pro,North America,Paid Ads,20,0,1
U03957,2025-08-26,Free,North America,Organic,0,0,1
U03958,2023-09-26,Basic,Europe,Organic,0,1,7
U03959,2023-01-05,Free,North America,Paid Ads,20,1,5
U03960,2023-01-04,Free,Asia,Referral,5,1,12
U03961,2024-11-20,Free,North America,Organic,0,1,2
U03962,2023-07-31,Pro,North America,Referral,5,0,26
U03963,2023-01-04,Free,North America,Referral,5,1,5
U03964,2024-12-12,Basic,North America,Organic,0,1,4
U03965,2023-01-03,Free,North America,Organic,0,1,1
U03966,2025-08-01,Free,Europe,Referral,5,0,1
U03967,2023-03-28,Free,North America,Organic,0,1,2
U03968,2023-01-04,Pro,Asia,Organic,0,1,3
U03969,2024-12-24,Free,Europe,Organic,0,1,2
U03970,2023-08-09,Basic,North America,Organic,0,1,12
U03971,2025-08-28,Basic,Asia,Referral,5,1,1
U03972,2024-09-05,Pro,North America,Organic,0,1,1
U03973,2023-03-03,Basic,North America,Referral,5,1,11
U03974,2025-06-20,Free,Europe,Organic,0,1,1
U03975,2023-02-28,Free,Other,Organic,0,1,14
U03976,2025-08-24,Free,Europe,Organic,0,0,1
U03977,2023-06-27,Free,Europe,Referral,5,1,1
U03978,2024-09-20,Pro,Europe,Paid Ads,20,0,12
U03979,2023-01-05,Free,North America,Referral,5,1,2
U03980,2023-10-12,Free,Europe,Paid Ads,20,1,2
U03981,2025-08-14,Free,North America,Paid Ads,20,0,1
U03982,2025-08-07,Free,Asia,Referral,5,0,1
U03983,2023-02-04,Basic,Asia,Organic,0,1,11
U03984,2023-02-05,Free,Europe,Organic,0,1,2
U03985,2025-08-10,Basic,Asia,Paid Ads,20,0,1
U03986,2025-08-26,Pro,Europe,Referral,5,0,1
U03987,2023-01-08,Free,North America,Referral,5,1,7
U03988,2023-12-12,Free,Europe,Paid Ads,20,1,3
U03989,2023-05-02,Free,North America,Paid Ads,20,1,3
U03990,2025-08-20,Pro,North America,Organic,0,0,1
U03991,2023-01-07,Pro,North America,Referral,5,0,32
U03992,2023-01-30,Free,North America,Paid Ads,20,1,3
U03993,2025-07-18,Free,Europe,Referral,5,0,2
U03994,2023-01-05,Pro,Europe,Organic,0,1,2
U03995,2024-04-10,Free,Asia,Organic,0,1,4
U03996,2023-11-21,Basic,Europe,Paid Ads,20,1,1
U03997,2023-04-28,Free,Europe,Paid Ads,20,1,1
U03998,2023-08-03,Basic,North America,Organic,0,1,14
U03999,2024-07-27,Basic,North America,Paid Ads,20,1,5
U04000,2023-01-17,Basic,Europe,Referral,5,1,1
U04001,2024-11-16,Free,Asia,Paid Ads,20,1,6
U04002,2025-08-07,Free,Asia,Organic,0,0,1
U04003,2025-07-21,Free,North America,Referral,5,1,1
U04004,2023-01-16,Pro,Other,Paid Ads,20,0,32
U04005,2023-01-15,Free,Asia,Organic,0,1,1
U04006,2023-02-26,Pro,Europe,Organic,0,1,15
U04007,2023-06-04,Basic,North America,Organic,0,1,8
U04008,2023-09-01,Free,Other,Referral,5,1,5
U04009,2025-05-22,Free,Other,Referral,5,1,1
U04010,2023-01-05,Basic,Europe,Referral,5,1,1
U04011,2023-01-04,Free,Europe,Paid Ads,20,1,1
U04012,2023-07-29,Free,Europe,Referral,5,1,3
U04013,2025-06-09,Basic,Asia,Organic,0,0,3
U04014,2023-01-24,Free,Europe,Paid Ads,20,1,1
U04015,2025-04-03,Basic,Asia,Referral,5,0,5
U04016,2023-02-21,Basic,Asia,Organic,0,1,24
U04017,2025-08-22,Free,Other,Referral,5,1,1
U04018,2025-08-23,Free,North America,Organic,0,1,1
U04019,2023-03-20,Free,Europe,Paid Ads,20,1,13
U04020,2023-02-06,Free,Other,Paid Ads,20,1,3
U04021,2023-09-07,Free,Asia,Organic,0,1,4
U04022,2023-02-11,Free,Europe,Organic,0,1,16
U04023,2025-05-14,Basic,North America,Paid Ads,20,0,4
U04024,2025-08-12,Pro,Europe,Referral,5,0,1
U04025,2025-05-15,Enterprise,North America,Referral,5,0,4
U04026,2025-08-12,Basic,Asia,Paid Ads,20,0,1
U04027,2023-08-08,Basic,North America,Organic,0,1,11
U04028,2023-01-16,Free,Europe,Referral,5,1,1
U04029,2025-07-10,Basic,North America,Referral,5,1,2
U04030,2023-06-03,Free,North America,Paid Ads,20,1,18
U04031,2025-05-13,Basic,Europe,Paid Ads,20,1,1
U04032,2023-02-28,Pro,Asia,Referral,5,1,31
U04033,2023-01-07,Basic,North America,Paid Ads,20,1,6
U04034,2025-08-29,Enterprise,North America,Organic,0,0,1
U04035,2023-01-16,Free,Asia,Paid Ads,20,1,1
U04036,2025-08-29,Basic,Other,Referral,5,0,1
U04037,2025-08-28,Free,Europe,Paid Ads,20,0,1
U04038,2025-08-04,Free,Europe,Referral,5,1,1
U04039,2025-04-28,Free,North America,Paid Ads,20,0,5
U04040,2024-11-30,Pro,Other,Organic,0,1,2
U04041,2025-08-20,Pro,North America,Organic,0,1,1
U04042,2023-03-14,Pro,North America,Organic,0,1,5
U04043,2024-01-29,Enterprise,Europe,Referral,5,0,20
U04044,2025-02-25,Basic,Europe,Referral,5,1,2
U04045,2023-09-07,Free,North America,Paid Ads,20,1,13
U04046,2023-10-15,Free,Asia,Organic,0,1,2
U04047,2023-04-23,Pro,Asia,Paid Ads,20,1,2
U04048,2024-10-27,Pro,North America,Referral,5,1,10
U04049,2025-08-17,Pro,North America,Referral,5,0,1
U04050,2023-01-27,Free,Asia,Paid Ads,20,1,3
U04051,2025-08-26,Free,Asia,Paid Ads,20,1,1
U04052,2025-06-01,Basic,Europe,Paid Ads,20,0,3
U04053,2025-08-12,Free,North America,Referral,5,0,1
U04054,2024-10-07,Basic,North America,Organic,0,1,3
U04055,2025-07-30,Free,Other,Paid Ads,20,0,2
U04056,2023-01-03,Basic,North America,Paid Ads,20,1,27
U04057,2025-08-11,Free,Europe,Organic,0,0,1
U04058,2023-01-04,Basic,Europe,Paid Ads,20,1,7
U04059,2025-08-23,Free,North America,Referral,5,0,1
U04060,2025-08-29,Free,Europe,Organic,0,0,1
U04061,2023-03-17,Basic,Asia,Paid Ads,20,1,2
U04062,2023-01-30,Free,North America,Organic,0,1,4
U04063,2025-07-24,Free,Asia,Paid Ads,20,0,2
U04064,2023-02-17,Free,Other,Referral,5,1,5
U04065,2025-08-20,Basic,Europe,Referral,5,0,1
U04066,2023-01-09,Free,Asia,Organic,0,1,1
U04067,2023-01-11,Free,Other,Paid Ads,20,1,1
U04068,2025-08-28,Pro,Asia,Referral,5,1,1
U04069,2025-05-16,Enterprise,North America,Referral,5,0,4
U04070,2025-08-17,Free,Asia,Referral,5,1,1
U04071,2023-04-16,Basic,Europe,Organic,0,1,3
U04072,2025-05-19,Pro,Europe,Organic,0,0,4
U04073,2025-01-06,Free,North America,Organic,0,1,4
U04074,2025-01-25,Pro,Other,Referral,5,0,8
U04075,2025-05-25,Basic,Asia,Organic,0,0,4
U04076,2024-11-24,Pro,North America,Paid Ads,20,1,4
U04077,2023-10-19,Free,North America,Organic,0,1,7
U04078,2023-03-03,Free,Europe,Organic,0,1,3
U04079,2025-07-25,Free,North America,Paid Ads,20,0,2
U04080,2023-02-05,Free,Europe,Paid Ads,20,1,1
U04081,2025-06-04,Pro,Asia,Organic,0,1,1
U04082,2023-02-08,Basic,North America,Referral,5,1,13
U04083,2025-03-07,Free,North America,Referral,5,1,1
U04084,2025-07-15,Free,Asia,Paid Ads,20,1,2
U04085,2023-02-02,Free,Europe,Organic,0,1,6
U04086,2023-01-05,Free,Other,Referral,5,1,5
U04087,2023-01-12,Free,North America,Referral,5,1,15
U04088,2025-01-30,Pro,Europe,Organic,0,0,8
U04089,2025-08-17,Free,Other,Paid Ads,20,0,1
U04090,2023-01-05,Free,Asia,Paid Ads,20,1,1
U04091,2025-07-07,Basic,Other,Organic,0,0,2
U04092,2023-05-07,Pro,Asia,Paid Ads,20,1,2
U04093,2024-02-29,Free,Europe,Referral,5,0,19
U04094,2025-08-26,Free,Europe,Paid Ads,20,0,1
U04095,2023-04-25,Free,Asia,Organic,0,1,14
U04096,2024-01-23,Basic,Other,Paid Ads,20,1,4
U04097,2023-01-03,Pro,Other,Organic,0,0,32
U04098,2023-01-07,Free,Asia,Referral,5,1,8
U04099,2023-02-20,Pro,North America,Referral,5,1,27
U04100,2023-01-04,Basic,North America,Paid Ads,20,1,2
U04101,2025-03-18,Free,Asia,Organic,0,1,1
U04102,2023-10-12,Free,Other,Organic,0,1,19
U04103,2024-09-15,Pro,North America,Referral,5,0,12
U04104,2023-01-20,Basic,Other,Referral,5,1,18
U04105,2023-03-19,Basic,Europe,Organic,0,1,7
U04106,2025-05-04,Free,Other,Paid Ads,20,1,4
U04107,2025-08-28,Basic,North America,Organic,0,0,1
U04108,2023-01-05,Pro,Europe,Referral,5,1,6
U04109,2025-08-23,Pro,Asia,Organic,0,0,1
U04110,2024-11-27,Free,Europe,Referral,5,1,5
U04111,2024-10-27,Pro,Europe,Paid Ads,20,0,11
U04112,2024-05-02,Free,North America,Paid Ads,20,1,4
U04113,2023-01-06,Free,Asia,Referral,5,1,5
U04114,2023-01-08,Basic,North America,Referral,5,1,7
U04115,2025-01-20,Basic,Other,Organic,0,1,1
U04116,2023-05-06,Free,Asia,Referral,5,1,1
U04117,2025-08-25,Pro,Europe,Paid Ads,20,0,1
U04118,2023-08-28,Enterprise,North America,Organic,0,1,17
U04119,2023-01-14,Free,North America,Referral,5,1,1
U04120,2025-06-24,Free,North America,Organic,0,0,3
U04121,2023-03-17,Free,Other,Referral,5,1,7
U04122,2024-07-14,Free,Asia,Referral,5,1,11
U04123,2025-06-10,Basic,North America,Referral,5,0,3
U04124,2025-08-24,Free,Europe,Organic,0,0,1
U04125,2025-08-03,Free,North America,Organic,0,0,1
U04126,2025-05-19,Free,Europe,Organic,0,1,4
U04127,2025-05-22,Free,Asia,Referral,5,1,4
U04128,2025-08-27,Free,Europe,Referral,5,0,1
U04129,2023-03-19,Free,North America,Organic,0,1,7
U04130,2023-01-03,Free,Other,Paid Ads,20,1,2
U04131,2023-03-01,Pro,Europe,Organic,0,1,18
U04132,2023-02-01,Free,Europe,Organic,0,1,5
U04133,2025-05-01,Pro,Europe,Referral,5,0,4
U04134,2025-03-22,Basic,Other,Referral,5,0,6
U04135,2025-01-04,Basic,Europe,Organic,0,1,3
U04136,2023-01-03,Free,Asia,Referral,5,1,5
U04137,2025-07-04,Free,North America,Organic,0,0,2
U04138,2023-04-15,Free,North America,Referral,5,1,1
U04139,2025-05-05,Basic,North America,Paid Ads,20,0,4
U04140,2024-10-08,Basic,Europe,Referral,5,1,6
U04141,2023-05-09,Basic,Europe,Paid Ads,20,1,1
U04142,2023-01-12,Free,Europe,Organic,0,1,7
U04143,2023-01-08,Free,Asia,Referral,5,1,18
U04144,2025-08-14,Free,North America,Paid Ads,20,0,1
U04145,2025-08-25,Free,Other,Paid Ads,20,0,1
U04146,2025-04-15,Pro,North America,Paid Ads,20,0,5
U04147,2023-01-09,Free,Other,Referral,5,1,2
U04148,2023-08-18,Free,Europe,Referral,5,1,3
U04149,2025-07-04,Free,North America,Paid Ads,20,1,1
U04150,2025-07-30,Basic,Other,Paid Ads,20,0,2
U04151,2023-01-10,Basic,Asia,Organic,0,1,8
U04152,2023-01-03,Free,North America,Organic,0,1,8
U04153,2025-06-22,Basic,Europe,Referral,5,0,3
U04154,2023-05-28,Free,North America,Paid Ads,20,1,9
U04155,2023-02-18,Free,Europe,Paid Ads,20,1,12
U04156,2023-01-03,Free,North America,Paid Ads,20,1,1
U04157,2024-08-25,Free,Asia,Referral,5,1,8
U04158,2025-08-17,Pro,Asia,Organic,0,0,1
